   1	29495.0000000000
   7	25495.0000000000
   8	13975.0000000000
  12	11975.0000000000
  55	9975.0000000000
  91	8255.0000000000
 170	8115.0000000000
 171	7695.0000000000
 205	6715.0000000000
 211	6675.0000000000
 255	6115.0000000000
 295	6055.0000000000
 296	5875.0000000000
 298	5555.0000000000
 306	4595.0000000000
 322	2615.0000000000
 343	2155.0000000000
 392	1955.0000000000
 466	1810.8000000000
 469	1530.8000000000
 496	1493.8000000000
 527	1425.6000000000
 551	1419.0000000000
 557	1368.6000000000
 565	1365.2000000000
 566	1355.0000000000
 612	1337.2000000000
 634	1320.8000000000
 657	1297.0000000000
 679	1280.9300000000
 702	1278.0000000000
 703	1269.3900000000
 727	1266.7500000000
 731	1231.3500000000
 756	1211.9500000000
 804	1202.1400000000
 824	1201.2600000000
 829	1197.3800000000
 866	1197.2200000000
 872	1196.4400000000
 880	1194.3900000000
 901	1194.3600000000
 903	1183.9800000000
 944	1183.1400000000
 986	1179.7200000000
1025	1179.3200000000
1064	1178.0700000000
1080	1176.9700000000
1103	1176.7000000000
1139	1176.5300000000
1170	1176.3200000000
1187	1176.2100000000
1196	1176.1900000000
1203	1175.9000000000
1204	1174.8300000000
1205	1170.7700000000
1206	1154.4300000000
1207	1088.9600000000
1208	827.0900000000
1215	825.0800000000
1216	819.0500000000
1250	698.0500000000
1257	668.2500000000
1279	622.3800000000
1315	605.6300000000
1335	599.2500000000
1336	580.0900000000
1373	572.4100000000
1380	562.7300000000
1417	557.3400000000
1439	556.1200000000
1451	554.8700000000
1452	551.1000000000
1459	541.3700000000
